regimen,dose_mg,daily_dose_mg,coverage_24h_pct,cmax_ss_mg_l,ctrough_ss_mg_l,feasible,status
QD,440.90909090909093,440.90909090909093,100.0,4.768748508433259,3.048600843119598,True,converged
QD,448.8888888888889,448.8888888888889,100.0,4.8550557552067355,3.1037759786537213,True,converged
QD,449.9759283469966,449.9759283469966,100.0,4.866812867730252,3.1112921525698876,True,converged
QD,456.8686868686869,456.8686868686869,100.0,4.941363001980212,3.1589511141878446,True,converged
QD,464.8484848484849,464.8484848484848,100.0,5.027670248753689,3.2141262497219683,False,converged
QD,470.34053931209934,470.34053931209934,100.0,5.08707076253669,3.252100249835488,False,converged
QD,472.82828282828285,472.82828282828285,100.0,5.113977495527166,3.2693013852560915,False,converged
QD,480.80808080808083,480.80808080808083,100.0,5.200284742300644,3.3244765207902147,False,converged
QD,488.7878787878788,488.7878787878788,100.0,5.286591989074121,3.379651656324338,False,converged
QD,491.6267937555176,491.6267937555176,100.0,5.317296893546793,3.399280914922848,False,converged
QD,496.7676767676768,496.76767676767685,100.0,5.372899235847598,3.434826791858461,False,converged
QD,504.74747474747477,504.74747474747477,100.0,5.459206482621075,3.4900019273925844,False,converged
QD,512.7272727272727,512.7272727272727,100.0,5.545513729394552,3.545177062926708,False,converged
QD,513.8764025993297,513.8764025993297,100.0,5.557942394342397,3.5531225518473004,False,converged
QD,520.7070707070707,520.7070707070707,100.0,5.6318209761680285,3.600352198460831,False,converged
QD,528.6868686868687,528.6868686868687,100.0,5.718128222941506,3.6555273339949546,False,converged
QD,536.6666666666667,536.6666666666667,100.0,5.804435469714984,3.7107024695290782,False,converged
QD,537.1329644814842,537.1329644814842,100.0,5.809478815508357,3.71392661695699,False,converged
QD,544.6464646464647,544.6464646464647,100.0,5.89074271648846,3.765877605063201,False,converged
QD,552.6262626262627,552.6262626262627,100.0,5.977049963261938,3.8210527405973247,False,converged
QD,560.6060606060606,560.6060606060606,100.0,6.063357210035414,3.876227876131448,False,converged
QD,561.4420511883683,561.4420511883683,100.0,6.072399048647143,3.882008209643756,False,converged
QD,568.5858585858587,568.5858585858587,100.0,6.149664456808892,3.9314030116655716,False,converged
